Alter,Einkommen,Geschlecht,Zeit,KundeNr,Preis,Niederlassung,Ausreißer
30,42931.66563188125,1.0,34.0,K1804,,Nordrhein-Westfalen,False
36,44077.95934623655,0.0,25.0,K1580,,Nordrhein-Westfalen,False
30,52892.24489319211,1.0,33.0,K1786,,Baden-Württemberg,False
46,65676.46865736888,1.0,20.0,K1615,,Baden-Württemberg,False
52,49271.15093249532,1.0,31.0,K1163,,Niedersachsen,False
55,60312.344941033865,1.0,26.0,K1579,,Bayern,False
43,49469.83311831008,1.0,31.0,K1665,,Berlin,False
33,49675.88380895828,0.0,36.0,K1852,,Hamburg,False
63,60048.61890406629,0.0,33.0,K1357,,Berlin,False
65,86000.22043383513,0.0,39.0,K1126,,Bayern,False
67,85349.59272714778,0.0,35.0,K1418,,Baden-Württemberg,False
42,55437.14395534791,0.0,37.0,K1564,,Brandenburg,False
61,74660.13264222299,1.0,36.0,K1265,,Bayern,False
43,63300.066464825926,0.0,44.0,K1381,,Berlin,False
63,67502.37221616226,1.0,32.0,K1296,,Nordrhein-Westfalen,False
40,41373.85105965837,0.0,50.0,K1490,,Thüringen,False
39,41160.410278521726,0.0,37.0,K1910,,Baden-Württemberg,False
66,89744.99467999548,0.0,37.0,K1518,,Bayern,False
62,70988.4472906834,0.0,38.0,K1596,,Niedersachsen,False
60,62735.45678396812,0.0,28.0,K1448,,Baden-Württemberg,False
70,84240.31803710136,1.0,30.0,K1874,,Hamburg,False
46,64231.463753689066,1.0,52.0,K1413,,Bayern,False
47,55129.65608568848,0.0,33.0,K1766,,Bayern,False
43,59104.51301372704,1.0,62.0,K1235,,Niedersachsen,False
59,73522.00822960361,1.0,26.0,K1768,,Hamburg,False
51,46979.787008357554,1.0,43.0,K1976,,Hamburg,False
34,50082.23275161896,1.0,19.0,K1204,,Baden-Württemberg,False
49,61221.78113765836,1.0,35.0,K1477,,Nordrhein-Westfalen,False
57,74592.79954735856,0.0,38.0,K1192,,Sachsen,False
68,86843.33779081808,1.0,28.0,K1563,,Berlin,False
61,72725.18968724947,1.0,28.0,K1435,,Berlin,False
32,31562.64677399754,1.0,52.0,K1319,,Baden-Württemberg,False
37,44541.69777524597,0.0,34.0,K1571,,Niedersachsen,False
44,61848.4722403355,1.0,22.0,K1226,,Baden-Württemberg,False
53,64184.29083653157,0.0,33.0,K1719,,Brandenburg,False
41,41970.75544641636,1.0,20.0,K1125,,Hamburg,False
31,47827.72371659648,1.0,20.0,K1805,,Hessen,False
37,41292.5402355632,0.0,33.0,K1176,,Niedersachsen,False
32,34391.82496545645,1.0,48.0,K1211,,Hessen,False
41,68516.49543941053,0.0,34.0,K1375,,Sachsen,False
65,89685.33344089528,0.0,23.0,K1965,,Bayern,False
68,95714.30526812703,0.0,32.0,K1540,,Bayern,False
49,73319.1870845747,0.0,27.0,K1207,,Niedersachsen,False
64,66894.0,1.0,43.0,K0310,88160.31,Bayern,False
54,77644.0,1.0,40.0,K1042,103145.7,Berlin,False
55,44341.0,0.0,37.0,K0382,80565.16,Baden-Württemberg,False
49,67271.0,0.0,42.0,K0498,83949.89,Bayern,False
46,49832.0,0.0,41.0,K0552,93781.58,Hessen,False
59,62970.0,1.0,56.0,K0833,83862.47,Hessen,False
36,23660.0,1.0,23.0,K0097,49960.18,Thüringen,False
50,62422.0,1.0,38.0,K0290,94530.65,Thüringen,False
32,34112.0,1.0,36.0,K0950,62280.35,Bayern,False
62,77546.0,1.0,52.0,K0102,124857.23,Baden-Württemberg,False
68,77662.0,1.0,54.0,K1098,118227.18,Thüringen,False
45,68432.0,0.0,39.0,K0071,82849.76,Berlin,False
51,37169.0,0.0,31.0,K1023,57319.84,Sachsen,False
65,78613.0,1.0,50.0,K0482,114603.28,Baden-Württemberg,False
53,69721.0,1.0,54.0,K0440,98479.34,Hessen,False
62,62350.0,1.0,42.0,K0877,84761.44,Hessen,False
34,57844.0,1.0,54.0,K0295,62302.49,Nordrhein-Westfalen,False
55,44222.0,1.0,37.0,K0329,78218.77,Bayern,False
53,74381.0,0.0,57.0,K0433,120881.72,Nordrhein-Westfalen,False
57,45095.0,0.0,42.0,K0142,77157.15,Baden-Württemberg,False
43,52813.0,0.0,44.0,K0762,67106.32,Berlin,False
46,49340.0,0.0,47.0,K0459,69960.66,Nordrhein-Westfalen,False
62,89774.0,1.0,72.0,K0865,117051.99,Sachsen,False
55,66861.0,0.0,54.0,K1001,97465.12,Bayern,False
66,84822.0,0.0,56.0,K0889,118968.62,Hessen,False
59,91693.0,1.0,52.0,K0917,121840.18,Bayern,False
67,61517.0,0.0,43.0,K0537,80799.11,Niedersachsen,False
66,78548.0,0.0,69.0,K0362,121289.35,Sachsen,False
40,61386.0,0.0,53.0,K0856,81555.07,Niedersachsen,False
41,45016.0,0.0,39.0,K0399,65106.71,Niedersachsen,False
30,39302.0,1.0,35.0,K0448,71437.17,Baden-Württemberg,False
65,83431.0,1.0,65.0,K0210,119640.51,Baden-Württemberg,False
48,46259.0,1.0,29.0,K0502,73400.97,Baden-Württemberg,False
53,56160.0,1.0,38.0,K0782,93839.56,Nordrhein-Westfalen,False
37,47689.0,0.0,20.0,K0912,73619.96,Hessen,False
55,56264.0,1.0,40.0,K0412,83364.29,Baden-Württemberg,False
34,27844.0,0.0,36.0,K0690,41694.48,Bayern,False
43,72619.0,1.0,56.0,K0698,94619.66,Berlin,False
57,51842.0,0.0,51.0,K0045,70527.14,Sachsen,False
39,16051.0,0.0,29.0,K0535,24654.09,Hamburg,False
55,63325.0,0.0,46.0,K0766,89117.31,Berlin,False
58,64638.0,1.0,46.0,K0335,98621.47,Bayern,False
44,54514.0,1.0,53.0,K0695,80645.05,Hessen,False
39,44538.0,0.0,40.0,K0603,74086.48,Bayern,False
65,96471.0,1.0,55.0,K0520,145684.18,Nordrhein-Westfalen,False
36,35235.0,1.0,22.0,K0468,67764.25,Nordrhein-Westfalen,False
36,41489.0,1.0,47.0,K1047,63321.68,Baden-Württemberg,False
70,77553.0,1.0,58.0,K0619,119128.85,Bayern,False
62,62829.0,1.0,42.0,K0449,96175.78,Baden-Württemberg,False
50,67714.0,0.0,55.0,K0919,90616.13,Hessen,False
69,73444.0,1.0,47.0,K0052,115561.62,Niedersachsen,False
52,49778.0,1.0,44.0,K0732,72763.75,Thüringen,False
46,61088.0,1.0,48.0,K0622,117616.31,Berlin,False
40,61057.0,0.0,47.0,K0735,77084.28,Baden-Württemberg,False
35,52067.0,1.0,44.0,K0199,67345.58,Berlin,False
58,64180.0,1.0,51.0,K0057,98148.01,Baden-Württemberg,False
41,39630.0,1.0,41.0,K0507,80659.67,Bayern,False
46,67665.0,0.0,50.0,K0299,83620.57,Berlin,False
40,43103.0,0.0,33.0,K0531,77219.0,Berlin,False
35,39813.0,0.0,31.0,K0998,60757.87,Niedersachsen,False
40,45448.0,0.0,40.0,K0193,70066.79,Baden-Württemberg,False
61,90246.0,0.0,61.0,K0139,111436.45,Bayern,False
65,60323.0,1.0,47.0,K0588,90362.92,Niedersachsen,False
57,70535.0,1.0,46.0,K0406,88743.79,Nordrhein-Westfalen,False
64,76331.0,1.0,52.0,K0630,108153.91,Baden-Württemberg,False
53,57988.0,1.0,45.0,K0713,114801.87,Nordrhein-Westfalen,False
35,58838.0,1.0,47.0,K1056,81539.66,Sachsen,False
68,89783.0,1.0,73.0,K0957,138190.26,Baden-Württemberg,False
64,69256.0,1.0,47.0,K0110,110341.3,Berlin,False
46,47284.0,0.0,46.0,K0278,62114.5,Niedersachsen,False
66,63799.0,1.0,48.0,K0032,109159.01,Brandenburg,False
40,47192.0,0.0,48.0,K0087,72220.0,Sachsen,False
41,42992.0,1.0,38.0,K0454,65811.72,Bayern,False
37,45503.0,1.0,35.0,K0089,50836.91,Nordrhein-Westfalen,False
51,66908.0,1.0,65.0,K0108,93021.39,Bayern,False
38,34983.0,0.0,33.0,K0333,39236.62,Hamburg,False
43,38995.0,1.0,43.0,K0944,61300.12,Nordrhein-Westfalen,False
64,60640.0,1.0,46.0,K0774,92602.45,Baden-Württemberg,False
46,62061.0,1.0,43.0,K0716,105588.24,Nordrhein-Westfalen,False
55,63152.0,1.0,46.0,K1029,101027.77,Niedersachsen,False
63,65114.0,1.0,47.0,K0466,102718.58,Berlin,False
31,45575.0,1.0,41.0,K0729,67425.51,Bayern,False
39,48855.0,1.0,46.0,K0426,68265.8,Hessen,False
68,84070.0,1.0,63.0,K0573,122645.18,Brandenburg,False
68,83899.0,0.0,59.0,K0523,128052.56,Berlin,False
55,81244.0,1.0,58.0,K0614,108119.52,Hamburg,False
44,40928.0,0.0,36.0,K0938,68349.12,Niedersachsen,False
53,30821.0,1.0,26.0,K0011,58450.55,Nordrhein-Westfalen,False
33,46732.0,1.0,37.0,K1094,78942.39,Berlin,False
61,59597.0,0.0,47.0,K0934,104647.51,Baden-Württemberg,False
53,63147.0,1.0,47.0,K0725,105317.06,Hamburg,False
31,30572.0,0.0,31.0,K0328,47857.93,Thüringen,False
31,24944.0,1.0,35.0,K0179,31094.22,Hessen,False
57,37682.0,0.0,45.0,K0568,48170.28,Berlin,False
42,68945.0,1.0,49.0,K0974,88842.18,Berlin,False
49,32964.0,0.0,29.0,K0591,49823.49,Bayern,False
37,55505.0,1.0,39.0,K0952,61612.78,Berlin,False
40,50626.0,1.0,40.0,K0586,75452.53,Sachsen,False
43,45517.0,0.0,33.0,K0114,63320.19,Hessen,False
60,60569.0,0.0,52.0,K0843,89849.34,Brandenburg,False
68,94307.0,0.0,56.0,K0334,139799.0,Berlin,False
46,50946.0,0.0,32.0,K0050,83406.88,Nordrhein-Westfalen,False
63,92456.0,0.0,57.0,K0060,141292.39,Bayern,False
69,80400.0,0.0,54.0,K0945,120052.16,Berlin,False
50,55477.0,1.0,46.0,K1028,88889.58,Hamburg,False
35,25203.0,1.0,37.0,K0755,48554.06,Brandenburg,False
49,34170.0,0.0,30.0,K0274,53806.21,Hessen,False
35,53806.0,1.0,45.0,K0949,84195.58,Berlin,False
50,35262.0,0.0,25.0,K0585,55722.36,Berlin,False
55,79794.0,1.0,54.0,K0784,118498.73,Hessen,False
41,46542.0,1.0,40.0,K0024,63477.0,Baden-Württemberg,False
62,72626.0,1.0,59.0,K0219,109158.35,Baden-Württemberg,False
68,77118.0,1.0,47.0,K0159,83418.33,Berlin,False
47,56965.0,0.0,41.0,K0532,86689.81,Niedersachsen,False
48,67923.0,0.0,41.0,K0211,104683.62,Sachsen,False
63,55422.0,0.0,40.0,K0680,81784.14,Sachsen,False
50,64086.0,1.0,34.0,K1035,92285.2,Sachsen,False
51,72996.0,0.0,50.0,K0813,124497.54,Bayern,False
34,25970.0,0.0,33.0,K0981,45444.01,Bayern,False
30,42551.0,1.0,46.0,K0084,58706.65,Niedersachsen,False
58,73890.0,0.0,48.0,K0982,100147.52,Sachsen,False
39,59413.0,0.0,44.0,K0421,80369.74,Baden-Württemberg,False
60,51460.0,1.0,31.0,K0834,80985.24,Sachsen,False
51,72225.0,0.0,52.0,K0826,120296.65,Nordrhein-Westfalen,False
46,65611.0,1.0,54.0,K0721,85435.92,Thüringen,False
61,57745.0,1.0,49.0,K0129,102766.17,Baden-Württemberg,False
35,38580.0,1.0,44.0,K0360,47131.37,Baden-Württemberg,False
36,55185.0,0.0,50.0,K0276,64034.01,Nordrhein-Westfalen,False
58,52599.0,1.0,47.0,K0954,88810.94,Sachsen,False
32,31090.0,1.0,29.0,K0320,59413.64,Baden-Württemberg,False
58,59695.0,1.0,43.0,K0077,99547.37,Bayern,False
66,73497.0,1.0,47.0,K0618,104863.39,Baden-Württemberg,False
49,40198.0,1.0,52.0,K0209,62115.3,Bayern,False
37,43760.0,1.0,35.0,K0571,63570.42,Hessen,False
68,70277.0,1.0,48.0,K0221,130143.33,Bayern,False
56,66786.0,1.0,55.0,K0287,108886.48,Berlin,False
47,57545.0,1.0,45.0,K0789,70459.81,Niedersachsen,False
48,47153.0,0.0,20.0,K0378,67603.44,Sachsen,False
48,30477.0,1.0,29.0,K0244,53902.36,Niedersachsen,False
36,47319.0,0.0,43.0,K0140,76696.47,Sachsen,False
36,39697.0,0.0,48.0,K0232,60883.05,Sachsen,False
40,59298.0,1.0,40.0,K0994,96941.73,Sachsen,False
51,88749.0,0.0,64.0,K0494,119134.23,Bayern,False
35,51556.0,1.0,46.0,K0631,73467.98,Bayern,False
69,82036.0,0.0,52.0,K0372,118543.95,Berlin,False
56,69651.0,1.0,54.0,K0709,123769.4,Baden-Württemberg,False
62,62114.0,1.0,44.0,K0271,87670.86,Berlin,False
37,37168.0,1.0,30.0,K0815,55031.56,Bayern,False
31,41983.0,1.0,50.0,K0968,43660.45,Baden-Württemberg,False
36,46427.0,1.0,28.0,K1055,57408.1,Bayern,False
70,63937.0,0.0,46.0,K0157,121009.5,Hessen,False
33,23596.0,1.0,27.0,K0862,44008.34,Baden-Württemberg,False
56,67000.0,1.0,63.0,K0964,117255.91,Baden-Württemberg,False
56,57640.0,0.0,46.0,K0986,83811.43,Niedersachsen,False
65,86078.0,0.0,68.0,K1030,133381.03,Thüringen,False
55,62380.0,0.0,64.0,K0465,92302.99,Niedersachsen,False
30,49606.0,0.0,34.0,K0079,76579.11,Baden-Württemberg,False
32,50330.0,1.0,27.0,K0175,49540.28,Bayern,False
32,28303.0,0.0,26.0,K0809,57388.47,Bayern,False
64,93624.0,1.0,55.0,K0791,126237.04,Bayern,False
64,85374.0,1.0,62.0,K0528,121684.52,Baden-Württemberg,False
50,41164.0,1.0,31.0,K0644,74268.93,Nordrhein-Westfalen,False
62,80179.0,1.0,56.0,K0332,138650.02,Niedersachsen,False
43,44559.0,1.0,22.0,K0040,74144.49,Sachsen,False
32,40277.0,1.0,34.0,K0031,42093.26,Bayern,False
63,63391.0,0.0,43.0,K0814,105484.64,Berlin,False
65,77918.0,1.0,62.0,K0137,104728.1,Nordrhein-Westfalen,False
35,53464.0,1.0,41.0,K0055,82821.95,Bayern,False
65,58549.0,1.0,38.0,K0812,97388.62,Baden-Württemberg,False
34,55070.0,0.0,46.0,K0717,67139.29,Berlin,False
60,70296.0,1.0,46.0,K0526,94507.15,Niedersachsen,False
50,70355.0,0.0,50.0,K1063,104977.17,Niedersachsen,False
51,75335.0,0.0,50.0,K0324,110590.22,Sachsen,False
47,48751.0,1.0,43.0,K0632,79984.29,Berlin,False
37,48957.0,0.0,36.0,K0004,76412.36,Bayern,False
33,35813.0,1.0,31.0,K0431,54223.32,Bayern,False
70,90763.0,1.0,74.0,K0505,149827.25,Sachsen,False
36,59150.0,0.0,46.0,K1072,63818.75,Thüringen,False
30,51957.0,1.0,37.0,K0689,86152.97,Bayern,False
66,67768.0,1.0,54.0,K1014,125157.59,Sachsen,False
58,65162.0,1.0,56.0,K0261,106934.76,Bayern,False
51,54077.0,1.0,48.0,K0200,77842.13,Berlin,False
55,68245.0,0.0,52.0,K0059,112358.24,Baden-Württemberg,False
60,68926.0,1.0,39.0,K0064,91715.99,Bayern,False
67,87538.0,1.0,53.0,K0702,120582.75,Berlin,False
44,57008.0,0.0,43.0,K0714,77339.83,Thüringen,False
68,62116.0,0.0,44.0,K0366,98786.45,Hamburg,False
63,85695.0,1.0,61.0,K0101,114451.46,Brandenburg,False
61,65117.0,0.0,49.0,K0169,102799.87,Bayern,False
69,63958.0,1.0,42.0,K0540,106491.22,Nordrhein-Westfalen,False
51,64228.0,0.0,46.0,K0356,85280.73,Bayern,False
53,68587.0,0.0,61.0,K0248,94955.06,Hamburg,False
49,66068.0,1.0,51.0,K0569,93925.34,Berlin,False
61,74008.0,1.0,62.0,K1074,110730.9,Hessen,False
61,91903.0,0.0,60.0,K0389,111764.41,Sachsen,False
40,45828.0,1.0,46.0,K1024,93946.55,Niedersachsen,False
59,78591.0,1.0,66.0,K1080,121131.95,Nordrhein-Westfalen,False
49,74627.0,1.0,65.0,K0887,102198.45,Bayern,False
64,86943.0,1.0,68.0,K0480,126122.42,Thüringen,False
31,22137.0,1.0,20.0,K1046,38697.44,Nordrhein-Westfalen,False
43,70304.0,1.0,52.0,K0067,83886.2,Thüringen,False
37,31911.0,0.0,34.0,K0615,49510.98,Hessen,False
52,49657.0,1.0,46.0,K0068,89589.3,Nordrhein-Westfalen,False
45,57880.0,0.0,44.0,K0245,98898.93,Nordrhein-Westfalen,False
69,89082.0,1.0,66.0,K0013,124730.66,Nordrhein-Westfalen,False
52,59767.0,1.0,52.0,K0355,90442.28,Berlin,False
34,51868.0,1.0,33.0,K0757,87676.29,Baden-Württemberg,False
55,62186.0,0.0,38.0,K0463,90301.78,Niedersachsen,False
33,45811.0,1.0,40.0,K0297,64066.66,Berlin,False
59,66293.0,0.0,44.0,K0637,91936.18,Baden-Württemberg,False
51,65955.0,0.0,44.0,K0753,122657.88,Bayern,False
30,18515.0,1.0,30.0,K0185,41027.79,Bayern,False
49,55986.0,1.0,37.0,K0343,71207.17,Bayern,False
61,72725.0,1.0,42.0,K0582,109982.32,Baden-Württemberg,False
34,60319.0,0.0,51.0,K0238,77978.88,Niedersachsen,False
47,55536.0,0.0,37.0,K0483,76897.16,Bayern,False
62,76222.0,1.0,56.0,K1058,107580.68,Hessen,False
53,50089.0,1.0,39.0,K0322,90472.38,Bayern,False
33,38675.0,1.0,13.0,K0983,56493.4,Baden-Württemberg,False
33,35064.0,1.0,39.0,K0925,48350.07,Berlin,False
30,42861.0,1.0,42.0,K0772,74561.85,Baden-Württemberg,False
54,57917.0,1.0,47.0,K1007,94386.02,Niedersachsen,False
64,78797.0,1.0,65.0,K0257,109839.35,Bayern,False
59,59443.0,0.0,46.0,K0291,99016.21,Baden-Württemberg,False
57,56668.0,0.0,37.0,K0293,95820.3,Brandenburg,False
44,48195.0,1.0,29.0,K0003,85705.57,Hessen,False
48,44481.0,1.0,30.0,K0007,63604.43,Nordrhein-Westfalen,False
40,50097.0,0.0,38.0,K0902,73036.86,Hamburg,False
69,74462.0,1.0,36.0,K0391,110415.92,Berlin,False
69,88545.0,1.0,58.0,K1085,130019.9,Bayern,False
60,89512.0,1.0,59.0,K0319,145466.52,Nordrhein-Westfalen,False
31,37149.0,1.0,29.0,K0886,65317.0,Hamburg,False
66,77961.0,0.0,40.0,K0963,121393.97,Niedersachsen,False
31,56282.0,0.0,43.0,K0883,81611.9,Thüringen,False
61,72965.0,0.0,52.0,K0216,117298.71,Bayern,False
45,82896.0,1.0,53.0,K0266,116749.66,Thüringen,False
38,44329.0,0.0,29.0,K0534,48028.91,Hessen,False
65,80375.0,1.0,64.0,K0874,121858.27,Niedersachsen,False
30,55132.0,0.0,55.0,K0597,74760.4,Nordrhein-Westfalen,False
41,53816.0,1.0,34.0,K0446,68749.31,Baden-Württemberg,False
61,82624.0,1.0,59.0,K1100,134755.8,Berlin,False
55,75863.0,1.0,60.0,K0763,96369.11,Hessen,False
46,67111.0,1.0,55.0,K0658,93112.35,Hessen,False
57,78848.0,1.0,59.0,K0300,122846.97,Sachsen,False
68,66119.0,0.0,59.0,K0799,107741.21,Brandenburg,False
57,73224.0,1.0,49.0,K0617,94361.83,Berlin,False
35,20317.0,0.0,24.0,K0368,60372.24,Hessen,False
44,42754.0,0.0,35.0,K0894,69418.9,Berlin,False
43,33444.0,1.0,36.0,K0347,63707.22,Nordrhein-Westfalen,False
30,47328.0,0.0,45.0,K0429,72459.7,Nordrhein-Westfalen,False
63,88113.0,1.0,72.0,K0705,123910.94,Baden-Württemberg,False
54,53037.0,1.0,44.0,K0026,88479.15,Nordrhein-Westfalen,False
60,94859.0,1.0,61.0,K0425,138156.74,Hessen,False
60,66507.0,1.0,41.0,K0975,103384.25,Niedersachsen,False
65,45863.0,0.0,47.0,K1011,88037.39,Brandenburg,False
37,28037.0,0.0,24.0,K0980,37558.95,Brandenburg,False
69,89976.0,1.0,71.0,K0107,129284.1,Bayern,False
33,69142.0,1.0,52.0,K0056,107174.44,Hessen,False
66,86491.0,1.0,59.0,K0381,127825.69,Nordrhein-Westfalen,False
48,66286.0,1.0,38.0,K0214,88275.44,Niedersachsen,False
56,67292.0,1.0,54.0,K0121,90615.29,Bayern,False
52,43463.0,1.0,26.0,K0881,57784.07,Brandenburg,False
36,57337.0,0.0,53.0,K0553,95615.03,Berlin,False
53,54940.0,1.0,45.0,K0073,82628.47,Berlin,False
42,44277.0,1.0,39.0,K0629,67064.45,Nordrhein-Westfalen,False
31,38149.0,1.0,43.0,K0353,46875.9,Nordrhein-Westfalen,False
38,57891.0,1.0,38.0,K0508,73104.4,Bayern,False
44,56488.0,1.0,39.0,K0850,99913.03,Bayern,False
57,66341.0,0.0,38.0,K0627,85104.71,Nordrhein-Westfalen,False
62,79285.0,1.0,49.0,K0443,121004.55,Nordrhein-Westfalen,False
53,62592.0,1.0,48.0,K0307,93932.46,Baden-Württemberg,False
63,60374.0,1.0,38.0,K0352,92221.35,Baden-Württemberg,False
44,63671.0,0.0,48.0,K0775,102706.73,Nordrhein-Westfalen,False
68,69381.0,1.0,45.0,K0524,102303.37,Berlin,False
66,74011.0,1.0,56.0,K0696,116589.56,Baden-Württemberg,False
51,63650.0,1.0,54.0,K1069,95477.5,Baden-Württemberg,False
62,73034.0,1.0,38.0,K0579,104459.86,Thüringen,False
60,51150.0,1.0,38.0,K0309,94420.15,Baden-Württemberg,False
38,45935.0,0.0,49.0,K0478,76303.93,Brandenburg,False
39,45873.0,1.0,47.0,K0061,75731.69,Hessen,False
37,38116.0,0.0,29.0,K0606,77480.16,Nordrhein-Westfalen,False
34,52606.0,1.0,42.0,K0093,83864.29,Bayern,False
33,35069.0,0.0,29.0,K0719,43110.27,Berlin,False
43,56948.0,1.0,35.0,K0923,67634.12,Berlin,False
31,30362.0,0.0,31.0,K0783,34904.28,Niedersachsen,False
51,68806.0,0.0,61.0,K0281,98128.97,Sachsen,False
62,86770.0,1.0,63.0,K0825,112809.13,Berlin,False
63,83693.0,1.0,70.0,K0424,119357.7,Bayern,False
37,56641.0,0.0,50.0,K0345,59783.06,Bayern,False
61,60160.0,1.0,53.0,K0183,100767.22,Baden-Württemberg,False
34,46577.0,1.0,30.0,K0544,71156.2,Hessen,False
60,62903.0,1.0,47.0,K0838,125573.59,Brandenburg,False
30,34125.0,1.0,30.0,K0111,46414.4,Nordrhein-Westfalen,False
43,50963.0,0.0,34.0,K0405,76275.31,Thüringen,False
32,38008.0,1.0,17.0,K0598,59823.29,Berlin,False
41,53363.0,1.0,38.0,K0533,75926.68,Brandenburg,False
53,47966.0,1.0,39.0,K0486,73902.32,Nordrhein-Westfalen,False
32,45461.0,1.0,36.0,K0742,69182.41,Niedersachsen,False
47,55494.0,0.0,38.0,K0928,83850.57,Baden-Württemberg,False
47,55524.0,0.0,41.0,K0262,67983.37,Bayern,False
70,67872.0,0.0,44.0,K0495,114545.55,Baden-Württemberg,False
30,54381.0,1.0,42.0,K0550,83223.78,Thüringen,False
63,66597.0,0.0,40.0,K0727,83837.24,Baden-Württemberg,False
55,60489.0,1.0,47.0,K1003,105741.8,Bayern,False
42,53324.0,1.0,38.0,K0138,79456.84,Baden-Württemberg,False
60,60911.0,0.0,52.0,K0596,97769.6,Baden-Württemberg,False
62,74323.0,1.0,46.0,K0363,103270.9,Berlin,False
67,73888.0,1.0,51.0,K0896,111202.84,Baden-Württemberg,False
64,72974.0,1.0,36.0,K0653,106325.73,Thüringen,False
39,39225.0,1.0,29.0,K0667,83313.68,Niedersachsen,False
50,57036.0,1.0,40.0,K0671,95823.72,Hessen,False
44,52043.0,1.0,42.0,K0030,72895.13,Sachsen,False
53,49798.0,1.0,39.0,K0166,61329.51,Nordrhein-Westfalen,False
62,96569.0,0.0,80.0,K0249,140745.65,Bayern,False
58,59308.0,0.0,50.0,K0308,73667.3,Hamburg,False
43,50456.0,1.0,34.0,K0785,88108.0,Bayern,False
48,61627.0,1.0,53.0,K0669,82405.97,Nordrhein-Westfalen,False
64,63436.0,0.0,45.0,K0337,95562.13,Baden-Württemberg,False
30,55391.0,0.0,39.0,K0868,61951.79,Brandenburg,False
38,54535.0,1.0,49.0,K0765,79772.26,Nordrhein-Westfalen,False
58,49680.0,0.0,43.0,K0452,77792.44,Sachsen,False
41,39800.0,1.0,45.0,K0410,79421.65,Niedersachsen,False
42,41390.0,1.0,34.0,K0675,58786.52,Hamburg,False
50,69342.0,0.0,42.0,K0583,115292.51,Niedersachsen,False
37,66398.0,1.0,46.0,K0066,101131.52,Nordrhein-Westfalen,False
42,59171.0,1.0,52.0,K0491,85183.22,Baden-Württemberg,False
41,42509.0,0.0,37.0,K0984,61738.05,Baden-Württemberg,False
34,24811.0,1.0,12.0,K0395,57541.73,Hamburg,False
69,76932.0,1.0,48.0,K0255,133380.54,Bayern,False
51,48813.0,0.0,28.0,K0800,52577.91,Sachsen,False
61,49390.0,0.0,33.0,K0313,85180.08,Thüringen,False
30,50998.0,1.0,38.0,K0888,95539.65,Baden-Württemberg,False
47,55841.0,1.0,60.0,K0222,70169.26,Baden-Württemberg,False
30,24933.0,0.0,26.0,K0236,40285.18,Hamburg,False
57,58882.0,1.0,48.0,K0436,80802.02,Berlin,False
41,49499.0,1.0,34.0,K0602,77389.91,Hamburg,False
66,82969.0,0.0,62.0,K0306,138621.96,Hessen,False
53,44034.0,1.0,40.0,K0479,69020.15,Hamburg,False
62,65422.0,1.0,48.0,K0650,113261.61,Bayern,False
56,84320.0,1.0,62.0,K1049,104544.82,Baden-Württemberg,False
53,63121.0,0.0,49.0,K0250,82460.27,Nordrhein-Westfalen,False
39,40699.0,1.0,34.0,K1038,66612.75,Niedersachsen,False
45,45230.0,0.0,32.0,K0584,91201.91,Nordrhein-Westfalen,False
47,56068.0,1.0,52.0,K0072,88529.55,Hamburg,False
70,94606.0,1.0,58.0,K0095,139830.32,Berlin,False
50,47571.0,0.0,39.0,K0034,83365.24,Baden-Württemberg,False
39,54801.0,0.0,42.0,K0722,84900.44,Baden-Württemberg,False
54,55785.0,1.0,38.0,K0260,90085.01,Berlin,False
35,32553.0,0.0,19.0,K0205,66814.09,Nordrhein-Westfalen,False
55,65084.0,1.0,38.0,K0778,104045.73,Baden-Württemberg,False
52,61228.0,0.0,55.0,K0694,81411.98,Nordrhein-Westfalen,False
59,78492.0,1.0,56.0,K0768,122336.16,Berlin,False
44,46659.0,1.0,36.0,K0078,87048.58,Bayern,False
37,48042.0,1.0,36.0,K0085,54313.59,Nordrhein-Westfalen,False
36,60066.0,1.0,36.0,K1064,78126.13,Baden-Württemberg,False
53,58050.0,1.0,37.0,K0083,78625.3,Niedersachsen,False
35,48079.0,0.0,39.0,K0828,65670.65,Niedersachsen,False
34,29899.0,0.0,24.0,K0527,45878.08,Bayern,False
61,56063.0,1.0,44.0,K0679,98148.54,Berlin,False
48,34459.0,1.0,43.0,K0922,44237.57,Hessen,False
45,47515.0,0.0,40.0,K0434,66554.21,Niedersachsen,False
61,68022.0,1.0,67.0,K0428,77134.04,Nordrhein-Westfalen,False
46,54548.0,1.0,58.0,K0536,100672.01,Nordrhein-Westfalen,False
57,65801.0,0.0,41.0,K0351,110519.86,Niedersachsen,False
36,36269.0,0.0,37.0,K0951,49092.44,Nordrhein-Westfalen,False
68,93315.0,1.0,69.0,K0006,141822.38,Baden-Württemberg,False
62,100769.0,0.0,71.0,K0311,125018.41,Niedersachsen,False
37,55129.0,1.0,53.0,K0549,73887.77,Nordrhein-Westfalen,False
66,62843.0,1.0,53.0,K0105,113812.63,Berlin,False
38,47861.0,0.0,37.0,K0098,66834.88,Hessen,False
45,46099.0,0.0,41.0,K0605,84552.86,Sachsen,False
55,64604.0,0.0,38.0,K0869,69621.64,Berlin,False
62,81002.0,1.0,54.0,K0315,115409.9,Bayern,False
45,46082.0,0.0,34.0,K0514,78379.94,Hamburg,False
58,75531.0,1.0,50.0,K1059,94646.93,Niedersachsen,False
